valor;ano;dataAtualizacao;cod_cns
24.16;01/06/2020;16/12/2021 00:00;136.99-4
33.71;01/06/2020;16/12/2021 00:00;20.82-6
33.43;01/06/2020;16/12/2021 00:00;16.71-7
33.36;01/06/2020;16/12/2021 00:00;20.56-0
24.16;01/06/2020;16/12/2021 00:00;16.77-4
28.38;01/06/2020;16/12/2021 00:00;15.52-9
24.16;01/06/2020;16/12/2021 00:00;16.46-9
24.16;01/06/2020;16/12/2021 00:00;191.41-1
24.16;01/06/2020;16/12/2021 00:00;19.15-8
24.16;01/06/2020;16/12/2021 00:00;18.85-3
24.16;01/06/2020;16/12/2021 00:00;20.89-1
24.16;01/06/2020;16/12/2021 00:00;136.71-3
24.16;01/06/2020;16/12/2021 00:00;
43.80;01/06/2020;16/12/2021 00:00;16.72-5
24.16;01/06/2020;16/12/2021 00:00;
24.16;01/06/2020;16/12/2021 00:00;20.09-9
10.46;01/06/2020;16/12/2021 00:00;16.68-3
24.16;01/06/2020;16/12/2021 00:00;16.19-6
24.16;01/06/2020;16/12/2021 00:00;20.55-2
24.16;01/06/2020;16/12/2021 00:00;16.64-2
24.16;01/06/2020;16/12/2021 00:00;18.05-1
43.37;01/06/2020;16/12/2021 00:00;19.89-3
24.16;01/06/2020;16/12/2021 00:00;154.13-8
18.59;01/06/2020;16/12/2021 00:00;19.54-7
24.16;01/06/2020;16/12/2021 00:00;16.90-7
24.16;01/06/2020;16/12/2021 00:00;18.13-5
24.16;01/06/2020;16/12/2021 00:00;17.33-5
24.16;01/06/2020;16/12/2021 00:00;18.03-6
20.06;01/06/2020;16/12/2021 00:00;16.61-8
19.22;01/06/2020;16/12/2021 00:00;16.55-0
27.24;01/06/2020;16/12/2021 00:00;19.75-2
36.34;01/06/2020;16/12/2021 00:00;19.83-6
25.89;01/06/2020;16/12/2021 00:00;16.56-8
24.16;01/06/2020;16/12/2021 00:00;18.72-1
24.16;01/06/2020;16/12/2021 00:00;136.07-7
24.16;01/06/2020;16/12/2021 00:00;15.84-2
25.40;01/06/2020;16/12/2021 00:00;16.65-9
24.16;01/06/2020;16/12/2021 00:00;16.98-0
16.17;01/06/2020;16/12/2021 00:00;20.62-8
24.16;01/06/2020;16/12/2021 00:00;137.00-0
24.16;01/06/2020;16/12/2021 00:00;16.73-3
20.06;01/06/2020;16/12/2021 00:00;16.70-9
24.40;01/06/2020;16/12/2021 00:00;16.54-3
24.16;01/06/2020;16/12/2021 00:00;18.39-0
24.16;01/06/2020;16/12/2021 00:00;18.02-8
8.05;01/06/2020;16/12/2021 00:00;17.49-1
86.43;01/06/2020;16/12/2021 00:00;16.53-5
47.99;01/06/2020;16/12/2021 00:00;17.30-1
24.16;01/06/2020;16/12/2021 00:00;135.88-9
32.22;01/06/2020;16/12/2021 00:00;135.98-8
53.46;01/06/2020;16/12/2021 00:00;16.47-7
24.16;01/06/2020;16/12/2021 00:00;137.71-1
60.71;01/06/2020;16/12/2021 00:00;136.97-8
8.92;01/06/2020;16/12/2021 00:00;136.67-1
20.06;01/06/2020;16/12/2021 00:00;137.83-6
24.16;01/06/2020;16/12/2021 00:00;
19.40;01/06/2020;16/12/2021 00:00;19.27-3
27.12;01/06/2020;16/12/2021 00:00;16.34-5
25.40;01/06/2020;16/12/2021 00:00;15.87-5
24.16;01/06/2020;16/12/2021 00:00;137.77-8
24.16;01/06/2020;16/12/2021 00:00;16.69-1
24.16;01/06/2020;16/12/2021 00:00;15.86-7
24.16;01/06/2020;16/12/2021 00:00;18.69-7
20.06;01/06/2020;16/12/2021 00:00;18.63-0
28.38;01/06/2020;16/12/2021 00:00;20.57-8
24.16;01/06/2020;16/12/2021 00:00;
48.32;01/06/2020;16/08/2021 00:00;16.57-6
20.06;01/06/2020;16/12/2021 00:00;20.31-3
25.75;01/06/2020;16/12/2021 00:00;20.29-7
24.16;01/06/2020;16/12/2021 00:00;20.59-4
20.06;01/06/2020;16/12/2021 00:00;
19.22;01/06/2020;16/12/2021 00:00;16.86-5
24.16;01/06/2020;16/12/2021 00:00;135.69-9
24.16;01/06/2020;16/12/2021 00:00;35.01-4
24.16;01/06/2020;16/12/2021 00:00;20.72-7
24.16;01/06/2020;16/12/2021 00:00;16.97-2
24.16;01/06/2020;16/12/2021 00:00;20.14-9
63.41;01/06/2020;16/12/2021 00:00;19.32-3
24.90;01/06/2020;16/12/2021 00:00;17.53-3
24.16;01/06/2020;16/12/2021 00:00;
24.16;01/06/2020;16/12/2021 00:00;16.44-4
38.42;01/05/2020;16/12/2021 00:00;18.27-5
139.42;01/05/2020;16/12/2021 00:00;18.76-2
94.96;01/05/2020;16/12/2021 00:00;
15.08;01/05/2020;16/12/2021 00:00;20.81-8
20.06;01/05/2020;16/12/2021 00:00;17.16-0
20.06;01/05/2020;16/12/2021 00:00;17.20-2
20.06;01/05/2020;16/12/2021 00:00;17.14-5
20.06;01/05/2020;16/12/2021 00:00;136.60-6
20.06;01/05/2020;16/12/2021 00:00;17.06-1
13.47;01/05/2020;16/12/2021 00:00;15.79-2
20.06;01/05/2020;16/12/2021 00:00;15.48-7
13.37;01/05/2020;16/12/2021 00:00;17.08-7
13.37;01/05/2020;16/12/2021 00:00;16.38-6
20.06;01/05/2020;16/12/2021 00:00;17.44-2
20.06;01/05/2020;16/12/2021 00:00;19.05-9
32.59;01/05/2020;16/12/2021 00:00;19.59-6
20.06;01/05/2020;16/12/2021 00:00;17.26-9
20.06;01/05/2020;16/12/2021 00:00;135.55-8
13.37;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;137.74-5
20.06;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;135.62-4
20.06;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;137.86-9
20.06;01/05/2020;16/12/2021 00:00;
40.11;01/05/2020;16/08/2021 00:00;18.30-9
27.85;01/05/2020;16/12/2021 00:00;17.93-9
20.06;01/05/2020;16/12/2021 00:00;17.19-4
20.06;01/05/2020;16/12/2021 00:00;19.01-8
20.06;01/05/2020;16/12/2021 00:00;18.53-1
20.06;01/05/2020;16/12/2021 00:00;135.69-9
20.06;01/05/2020;16/12/2021 00:00;135.70-7
20.06;01/05/2020;16/12/2021 00:00;20.21-4
20.06;01/05/2020;16/12/2021 00:00;17.09-5
20.06;01/05/2020;16/12/2021 00:00;18.42-4
20.06;01/05/2020;16/12/2021 00:00;18.62-2
20.06;01/05/2020;16/12/2021 00:00;18.68-9
20.06;01/05/2020;16/12/2021 00:00;18.32-5
64.68;01/05/2020;16/12/2021 00:00;11.01-5
20.06;01/05/2020;16/12/2021 00:00;17.18-6
24.99;01/05/2020;16/12/2021 00:00;18.07-7
20.06;01/05/2020;16/12/2021 00:00;16.28-7
20.06;01/05/2020;16/12/2021 00:00;18.81-2
20.06;01/05/2020;16/12/2021 00:00;15.85-9
21.55;01/05/2020;16/12/2021 00:00;20.45-3
20.06;01/05/2020;16/12/2021 00:00;20.24-8
20.06;01/05/2020;16/12/2021 00:00;18.34-1
20.06;01/05/2020;16/12/2021 00:00;137.90-1
20.06;01/05/2020;16/12/2021 00:00;16.42-8
30.60;01/05/2020;16/12/2021 00:00;15.91-7
20.06;01/05/2020;16/12/2021 00:00;135.82-2
20.06;01/05/2020;16/12/2021 00:00;18.82-0
20.06;01/05/2020;16/12/2021 00:00;137.76-0
20.06;01/05/2020;16/12/2021 00:00;18.00-2
20.06;01/05/2020;16/12/2021 00:00;17.21-0
20.06;01/05/2020;16/12/2021 00:00;18.60-6
20.06;01/05/2020;16/12/2021 00:00;19.72-9
20.06;01/05/2020;16/12/2021 00:00;18.91-1
20.06;01/05/2020;16/12/2021 00:00;135.87-1
20.06;01/05/2020;16/12/2021 00:00;16.18-8
20.06;01/05/2020;16/12/2021 00:00;18.94-5
20.06;01/05/2020;16/12/2021 00:00;17.46-7
18.04;01/05/2020;16/12/2021 00:00;173.92-2
20.06;01/05/2020;16/12/2021 00:00;18.28-3
20.06;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;19.37-2
20.06;01/05/2020;16/12/2021 00:00;16.94-9
20.06;01/05/2020;16/12/2021 00:00;19.69-5
20.06;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;17.02-0
20.06;01/05/2020;16/12/2021 00:00;16.29-5
20.06;01/05/2020;16/12/2021 00:00;20.78-4
20.06;01/05/2020;16/12/2021 00:00;20.27-1
20.06;01/05/2020;16/12/2021 00:00;18.49-9
20.66;01/05/2020;16/12/2021 00:00;16.30-3
20.06;01/05/2020;16/12/2021 00:00;16.22-0
20.06;01/05/2020;16/12/2021 00:00;17.05-3
20.06;01/05/2020;16/12/2021 00:00;16.78-2
20.06;01/05/2020;16/12/2021 00:00;18.67-1
20.06;01/05/2020;16/12/2021 00:00;
32.72;01/05/2020;16/12/2021 00:00;137.07-5
20.06;01/05/2020;16/12/2021 00:00;17.00-4
20.06;01/05/2020;16/12/2021 00:00;16.99-8
20.06;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;17.25-1
20.06;01/05/2020;16/12/2021 00:00;18.38-2
19.22;01/05/2020;16/12/2021 00:00;20.03-2
20.06;01/05/2020;16/12/2021 00:00;136.12-7
20.06;01/05/2020;16/12/2021 00:00;19.06-7
20.06;01/05/2020;16/12/2021 00:00;18.41-6
20.06;01/05/2020;16/12/2021 00:00;20.80-0
20.06;01/05/2020;16/12/2021 00:00;19.87-7
20.06;01/05/2020;16/12/2021 00:00;18.93-7
20.06;01/05/2020;16/12/2021 00:00;190.91-8
20.06;01/05/2020;16/12/2021 00:00;18.59-8
20.06;01/05/2020;16/12/2021 00:00;
23.31;01/05/2020;16/12/2021 00:00;16.05-5
20.06;01/05/2020;16/12/2021 00:00;18.44-0
20.06;01/05/2020;16/12/2021 00:00;19.95-0
20.06;01/05/2020;16/12/2021 00:00;18.01-0
20.06;01/05/2020;16/12/2021 00:00;136.23-4
20.06;01/05/2020;16/12/2021 00:00;19.45-5
40.05;01/05/2020;16/12/2021 00:00;20.90-9
20.06;01/05/2020;16/12/2021 00:00;18.61-4
20.06;01/05/2020;16/12/2021 00:00;16.86-5
6.96;01/05/2020;16/12/2021 00:00;20.94-1
6.69;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;
21.75;01/05/2020;16/12/2021 00:00;19.77-8
20.06;01/05/2020;16/12/2021 00:00;18.37-4
20.06;01/05/2020;16/12/2021 00:00;18.78-8
20.06;01/05/2020;16/12/2021 00:00;136.45-7
20.06;01/05/2020;16/12/2021 00:00;136.46-5
13.37;01/05/2020;16/12/2021 00:00;18.14-3
20.06;01/05/2020;16/12/2021 00:00;16.87-3
19.22;01/05/2020;16/12/2021 00:00;15.78-4
20.06;01/05/2020;16/12/2021 00:00;16.95-6
20.06;01/05/2020;16/12/2021 00:00;19.55-4
20.06;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;15.80-0
20.06;01/05/2020;16/12/2021 00:00;136.65-5
20.06;01/05/2020;16/12/2021 00:00;15.62-8
20.06;01/05/2020;16/12/2021 00:00;19.11-7
20.06;01/05/2020;16/12/2021 00:00;35.01-4
30.90;01/05/2020;16/12/2021 00:00;20.70-1
20.06;01/05/2020;16/12/2021 00:00;18.74-7
20.06;01/05/2020;16/12/2021 00:00;16.43-6
20.06;01/05/2020;16/12/2021 00:00;18.46-5
20.06;01/05/2020;16/12/2021 00:00;16.31-1
20.06;01/05/2020;16/12/2021 00:00;19.28-1
20.06;01/05/2020;16/12/2021 00:00;15.82-6
20.06;01/05/2020;16/12/2021 00:00;20.72-7
20.06;01/05/2020;16/12/2021 00:00;26-5
20.06;01/05/2020;16/12/2021 00:00;16.89-9
20.06;01/05/2020;16/12/2021 00:00;17.32-7
6.69;01/05/2020;16/12/2021 00:00;19.47-1
20.06;01/05/2020;16/12/2021 00:00;18.29-1
20.06;01/05/2020;16/12/2021 00:00;16.26-1
20.06;01/05/2020;16/12/2021 00:00;146.98-5
20.06;01/05/2020;16/12/2021 00:00;146.99-3
20.06;01/05/2020;16/12/2021 00:00;19.93-5
20.06;01/05/2020;16/12/2021 00:00;20.02-4
20.06;01/05/2020;16/12/2021 00:00;135.78-0
20.06;01/05/2020;16/12/2021 00:00;20.64-4
20.06;01/05/2020;16/12/2021 00:00;17.29-3
20.06;01/05/2020;16/12/2021 00:00;130.53-4
20.06;01/05/2020;16/12/2021 00:00;16.97-2
20.06;01/05/2020;16/12/2021 00:00;18.97-8
13.37;01/05/2020;16/12/2021 00:00;17.31-9
20.06;01/05/2020;16/12/2021 00:00;17.98-8
20.06;01/05/2020;16/12/2021 00:00;18.99-4
20.06;01/05/2020;16/12/2021 00:00;17.38-4
20.06;01/05/2020;16/12/2021 00:00;18.75-4
20.06;01/05/2020;16/12/2021 00:00;18.95-2
20.06;01/05/2020;16/12/2021 00:00;19.19-0
20.06;01/05/2020;16/12/2021 00:00;17.17-8
20.06;01/05/2020;16/12/2021 00:00;18.54-9
28.59;01/05/2020;16/12/2021 00:00;15.54-5
20.06;01/05/2020;16/12/2021 00:00;18.25-9
20.06;01/05/2020;16/12/2021 00:00;18.06-9
20.06;01/05/2020;16/12/2021 00:00;15.88-3
20.06;01/05/2020;16/12/2021 00:00;16.79-0
20.06;01/05/2020;16/12/2021 00:00;135.94-7
15.05;01/05/2020;16/12/2021 00:00;20.52-9
90.22;01/05/2020;16/12/2021 00:00;16.13-9
20.06;01/05/2020;16/12/2021 00:00;16.16-2
20.06;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;137.05-9
20.06;01/05/2020;16/12/2021 00:00;19.90-1
20.06;01/05/2020;16/12/2021 00:00;19.03-4
20.06;01/05/2020;16/12/2021 00:00;20.69-3
20.06;01/05/2020;16/12/2021 00:00;203.54-7
20.06;01/05/2020;16/12/2021 00:00;19.79-4
20.06;01/05/2020;16/12/2021 00:00;18.64-8
20.06;01/05/2020;16/12/2021 00:00;18.65-5
20.06;01/05/2020;16/12/2021 00:00;146.55-5
20.06;01/05/2020;16/12/2021 00:00;137.14-1
20.06;01/05/2020;16/12/2021 00:00;18.57-2
20.06;01/05/2020;16/12/2021 00:00;18.66-3
20.06;01/05/2020;16/12/2021 00:00;20.54-5
20.06;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;18.86-1
20.06;01/05/2020;16/12/2021 00:00;18.90-3
20.06;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;17.42-6
20.06;01/05/2020;16/12/2021 00:00;18.88-7
20.06;01/05/2020;16/12/2021 00:00;18.92-9
20.06;01/05/2020;16/12/2021 00:00;19.12-5
20.06;01/05/2020;16/12/2021 00:00;17.34-3
20.06;01/05/2020;16/12/2021 00:00;18.16-8
20.06;01/05/2020;16/12/2021 00:00;18.17-6
20.06;01/05/2020;16/12/2021 00:00;16.80-8
20.06;01/05/2020;16/12/2021 00:00;18.70-5
20.06;01/05/2020;16/12/2021 00:00;18.43-2
20.06;01/05/2020;16/12/2021 00:00;18.15-0
20.06;01/05/2020;16/12/2021 00:00;17.52-5
20.06;01/05/2020;16/12/2021 00:00;16.17-0
20.06;01/05/2020;16/12/2021 00:00;17.03-8
20.06;01/05/2020;16/12/2021 00:00;19.29-9
19.22;01/05/2020;16/12/2021 00:00;18.45-7
20.06;01/05/2020;16/12/2021 00:00;20.01-6
20.06;01/05/2020;16/12/2021 00:00;135.48-3
20.06;01/05/2020;16/12/2021 00:00;18.20-0
20.06;01/05/2020;16/12/2021 00:00;153.79-1
20.06;01/05/2020;16/12/2021 00:00;20.18-0
20.06;01/05/2020;16/12/2021 00:00;19.20-8
20.06;01/05/2020;16/12/2021 00:00;20.04-0
20.06;01/05/2020;16/12/2021 00:00;19.80-2
20.06;01/05/2020;16/12/2021 00:00;20.14-9
20.06;01/05/2020;16/12/2021 00:00;20.21-4
20.06;01/05/2020;16/12/2021 00:00;136.89-5
20.06;01/05/2020;16/12/2021 00:00;20.20-6
20.06;01/05/2020;16/12/2021 00:00;15.93-3
20.06;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;18.26-7
20.06;01/05/2020;16/12/2021 00:00;18.36-6
20.06;01/05/2020;16/12/2021 00:00;16.66-7
13.37;01/05/2020;16/12/2021 00:00;19.32-3
20.06;01/05/2020;16/12/2021 00:00;17.07-9
26.04;01/05/2020;16/12/2021 00:00;18.73-9
20.06;01/05/2020;16/12/2021 00:00;17.36-8
20.06;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;19.42-2
20.06;01/05/2020;16/12/2021 00:00;17.53-3
20.06;01/05/2020;16/12/2021 00:00;19.82-8
20.06;01/05/2020;16/12/2021 00:00;19.78-6
20.06;01/05/2020;16/12/2021 00:00;19.78-6
20.06;01/05/2020;16/12/2021 00:00;17.56-6
20.06;01/05/2020;16/12/2021 00:00;17.35-0
20.06;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;17.58-2
20.06;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;20.50-3
20.06;01/05/2020;16/12/2021 00:00;18.55-6
13.37;01/05/2020;16/12/2021 00:00;17.40-0
20.06;01/05/2020;16/12/2021 00:00;17.50-9
20.06;01/05/2020;16/12/2021 00:00;15.55-2
20.06;01/05/2020;16/12/2021 00:00;18.58-0
20.06;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;16.52-7
13.37;01/05/2020;16/12/2021 00:00;20.13-1
20.06;01/05/2020;16/12/2021 00:00;18.21-8
20.06;01/05/2020;16/12/2021 00:00;16.51-9
20.06;01/05/2020;16/12/2021 00:00;15.94-1
20.06;01/05/2020;16/12/2021 00:00;20.73-5
20.06;01/05/2020;16/12/2021 00:00;136.14-3
19.22;01/05/2020;16/12/2021 00:00;18.08-5
20.06;01/05/2020;16/12/2021 00:00;18.87-9
20.06;01/05/2020;16/12/2021 00:00;136.15-0
20.06;01/05/2020;16/12/2021 00:00;16.40-2
20.06;01/05/2020;16/12/2021 00:00;19.91-9
20.06;01/05/2020;16/12/2021 00:00;137.12-5
20.06;01/05/2020;16/12/2021 00:00;137.68-7
20.06;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;16.88-1
20.06;01/05/2020;16/12/2021 00:00;15.50-3
20.06;01/05/2020;16/12/2021 00:00;136.33-3
20.06;01/05/2020;16/12/2021 00:00;16.81-6
20.06;01/05/2020;16/12/2021 00:00;18.11-9
20.06;01/05/2020;16/12/2021 00:00;17.04-6
20.06;01/05/2020;16/12/2021 00:00;18.98-6
13.37;01/05/2020;16/12/2021 00:00;17.51-7
20.06;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;17.27-7
20.06;01/05/2020;16/12/2021 00:00;19.86-9
20.06;01/05/2020;16/12/2021 00:00;18.79-6
13.37;01/05/2020;16/12/2021 00:00;15.92-5
20.06;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;16.62-6
20.06;01/05/2020;16/12/2021 00:00;20.34-7
20.06;01/05/2020;16/12/2021 00:00;136.82-0
20.06;01/05/2020;16/12/2021 00:00;135.58-2
19.22;01/05/2020;16/12/2021 00:00;17.54-1
20.06;01/05/2020;16/12/2021 00:00;110.15-5
25.07;01/05/2020;16/12/2021 00:00;20.10-7
20.06;01/05/2020;16/12/2021 00:00;19.57-0
20.06;01/05/2020;16/12/2021 00:00;20.06-5
6.69;01/05/2020;16/12/2021 00:00;19.70-3
20.06;01/05/2020;16/12/2021 00:00;20.08-1
29.86;01/05/2020;16/12/2021 00:00;19.62-0
13.37;01/05/2020;16/12/2021 00:00;15.49-5
20.06;01/05/2020;16/12/2021 00:00;15.81-8
20.06;01/05/2020;16/12/2021 00:00;19.66-1
20.06;01/05/2020;16/12/2021 00:00;20.58-6
20.06;01/05/2020;16/12/2021 00:00;19.61-2
20.06;01/05/2020;16/12/2021 00:00;135.80-6
20.06;01/05/2020;16/12/2021 00:00;20.30-5
20.06;01/05/2020;16/12/2021 00:00;16.25-3
20.06;01/05/2020;16/12/2021 00:00;20.60-2
20.06;01/05/2020;16/12/2021 00:00;18.18-4
20.06;01/05/2020;16/12/2021 00:00;19.64-6
20.06;01/05/2020;16/12/2021 00:00;16.96-4
20.06;01/05/2020;16/12/2021 00:00;137.78-6
20.06;01/05/2020;16/12/2021 00:00;16.63-4
20.06;01/05/2020;16/12/2021 00:00;16.58-4
20.06;01/05/2020;16/12/2021 00:00;18.56-4
20.06;01/05/2020;16/12/2021 00:00;20.63-6
20.06;01/05/2020;16/12/2021 00:00;20.11-5
20.06;01/05/2020;16/12/2021 00:00;136.99-4
20.06;01/05/2020;16/12/2021 00:00;20.82-6
28.74;01/05/2020;16/12/2021 00:00;16.71-7
20.06;01/05/2020;16/12/2021 00:00;20.56-0
20.06;01/05/2020;16/12/2021 00:00;16.77-4
20.06;01/05/2020;16/12/2021 00:00;15.52-9
20.06;01/05/2020;16/12/2021 00:00;16.46-9
20.06;01/05/2020;16/12/2021 00:00;191.41-1
20.06;01/05/2020;16/12/2021 00:00;19.15-8
20.06;01/05/2020;16/12/2021 00:00;18.85-3
20.06;01/05/2020;16/12/2021 00:00;20.89-1
20.06;01/05/2020;16/12/2021 00:00;136.71-3
20.06;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;16.72-5
20.06;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;20.09-9
6.69;01/05/2020;16/12/2021 00:00;16.68-3
20.06;01/05/2020;16/12/2021 00:00;16.19-6
20.06;01/05/2020;16/12/2021 00:00;20.55-2
20.06;01/05/2020;16/12/2021 00:00;16.64-2
20.06;01/05/2020;16/12/2021 00:00;18.05-1
20.06;01/05/2020;16/12/2021 00:00;19.89-3
20.06;01/05/2020;16/12/2021 00:00;154.13-8
13.37;01/05/2020;16/12/2021 00:00;19.54-7
20.06;01/05/2020;16/12/2021 00:00;16.90-7
20.06;01/05/2020;16/12/2021 00:00;18.13-5
20.06;01/05/2020;16/12/2021 00:00;17.33-5
20.06;01/05/2020;16/12/2021 00:00;18.03-6
20.06;01/05/2020;16/12/2021 00:00;19.75-2
20.06;01/05/2020;16/12/2021 00:00;19.83-6
20.06;01/05/2020;16/12/2021 00:00;16.56-8
20.06;01/05/2020;16/12/2021 00:00;18.72-1
20.06;01/05/2020;16/12/2021 00:00;15.84-2
20.06;01/05/2020;16/12/2021 00:00;16.65-9
20.06;01/05/2020;16/12/2021 00:00;16.98-0
20.06;01/05/2020;16/12/2021 00:00;16.67-5
13.37;01/05/2020;16/12/2021 00:00;20.62-8
19.22;01/05/2020;16/12/2021 00:00;137.00-0
20.06;01/05/2020;16/12/2021 00:00;16.73-3
20.06;01/05/2020;16/12/2021 00:00;16.54-3
20.06;01/05/2020;16/12/2021 00:00;18.39-0
20.06;01/05/2020;16/12/2021 00:00;18.02-8
6.69;01/05/2020;16/12/2021 00:00;17.49-1
21.32;01/05/2020;16/12/2021 00:00;16.53-5
20.06;01/05/2020;16/12/2021 00:00;17.30-1
20.06;01/05/2020;16/12/2021 00:00;135.88-9
20.06;01/05/2020;16/12/2021 00:00;135.98-8
20.06;01/05/2020;16/12/2021 00:00;16.47-7
20.06;01/05/2020;16/12/2021 00:00;137.71-1
20.06;01/05/2020;16/12/2021 00:00;136.97-8
6.69;01/05/2020;16/12/2021 00:00;136.67-1
20.06;01/05/2020;16/12/2021 00:00;
13.37;01/05/2020;16/12/2021 00:00;19.27-3
13.37;01/05/2020;16/12/2021 00:00;16.34-5
20.06;01/05/2020;16/12/2021 00:00;15.87-5
20.06;01/05/2020;16/12/2021 00:00;137.77-8
20.06;01/05/2020;16/12/2021 00:00;16.69-1
26.04;01/05/2020;16/12/2021 00:00;15.86-7
20.06;01/05/2020;16/12/2021 00:00;18.69-7
20.06;01/05/2020;16/12/2021 00:00;20.57-8
20.06;01/05/2020;16/12/2021 00:00;
40.11;01/05/2020;16/08/2021 00:00;16.57-6
20.06;01/05/2020;16/12/2021 00:00;20.29-7
20.06;01/05/2020;16/12/2021 00:00;20.59-4
19.22;01/05/2020;16/12/2021 00:00;18.63-0
20.06;01/05/2020;16/12/2021 00:00;
19.22;01/05/2020;16/12/2021 00:00;20.76-8
20.06;01/05/2020;16/12/2021 00:00;137.72-9
20.06;01/05/2020;16/12/2021 00:00;135.81-4
20.06;01/05/2020;16/12/2021 00:00;146.42-3
40.11;01/05/2020;16/08/2021 00:00;154.16-1
20.06;01/05/2020;16/12/2021 00:00;136.07-7
20.06;01/05/2020;16/12/2021 00:00;
20.06;01/05/2020;16/12/2021 00:00;17.57-4
15.68;01/04/2020;16/12/2021 00:00;18.27-5
66.08;01/04/2020;16/12/2021 00:00;18.76-2
15.68;01/04/2020;16/12/2021 00:00;
10.45;01/04/2020;16/12/2021 00:00;20.81-8
19.22;01/04/2020;16/12/2021 00:00;17.16-0
19.22;01/04/2020;16/12/2021 00:00;17.20-2
19.22;01/04/2020;16/12/2021 00:00;17.14-5
19.22;01/04/2020;16/12/2021 00:00;136.60-6
19.22;01/04/2020;16/12/2021 00:00;17.06-1
12.82;01/04/2020;16/12/2021 00:00;15.79-2
12.82;01/04/2020;16/12/2021 00:00;17.08-7
12.82;01/04/2020;16/12/2021 00:00;16.38-6
19.22;01/04/2020;16/12/2021 00:00;17.44-2
19.22;01/04/2020;16/12/2021 00:00;19.05-9
19.22;01/04/2020;16/12/2021 00:00;19.59-6
19.22;01/04/2020;16/12/2021 00:00;17.26-9
19.22;01/04/2020;16/12/2021 00:00;135.55-8
12.82;01/04/2020;16/12/2021 00:00;
19.22;01/04/2020;16/12/2021 00:00;137.74-5
19.22;01/04/2020;16/12/2021 00:00;
19.22;01/04/2020;16/12/2021 00:00;135.62-4
19.22;01/04/2020;16/12/2021 00:00;
26.04;01/04/2020;16/12/2021 00:00;137.86-9
19.22;01/04/2020;16/12/2021 00:00;
38.44;01/04/2020;16/08/2021 00:00;18.30-9
19.22;01/04/2020;16/12/2021 00:00;17.93-9
19.22;01/04/2020;16/12/2021 00:00;17.19-4
19.22;01/04/2020;16/12/2021 00:00;19.01-8
19.22;01/04/2020;16/12/2021 00:00;18.53-1
19.22;01/04/2020;16/12/2021 00:00;135.69-9
19.22;01/04/2020;16/12/2021 00:00;135.70-7
19.22;01/04/2020;16/12/2021 00:00;20.21-4
19.22;01/04/2020;16/12/2021 00:00;17.09-5
19.22;01/04/2020;16/12/2021 00:00;17.11-1
19.22;01/04/2020;16/12/2021 00:00;18.42-4
19.22;01/04/2020;16/12/2021 00:00;18.62-2
19.22;01/04/2020;16/12/2021 00:00;18.68-9
19.22;01/04/2020;16/12/2021 00:00;18.32-5
19.22;01/04/2020;16/12/2021 00:00;18.22-6
19.22;01/04/2020;16/12/2021 00:00;16.76-6
19.22;01/04/2020;16/12/2021 00:00;11.01-5
19.22;01/04/2020;16/12/2021 00:00;17.18-6
19.22;01/04/2020;16/12/2021 00:00;18.07-7
19.22;01/04/2020;16/12/2021 00:00;16.28-7
19.22;01/04/2020;16/12/2021 00:00;18.81-2
19.22;01/04/2020;16/12/2021 00:00;15.85-9
19.22;01/04/2020;16/12/2021 00:00;20.45-3
19.22;01/04/2020;16/12/2021 00:00;20.24-8
19.22;01/04/2020;16/12/2021 00:00;18.34-1
19.22;01/04/2020;16/12/2021 00:00;137.90-1
19.22;01/04/2020;16/12/2021 00:00;16.42-8
26.04;01/04/2020;16/12/2021 00:00;135.81-4
