valor;ano;dataAtualizacao;cod_cns
957.08;01/05/2021;16/12/2021 00:00;20.75-0
298.38;01/05/2021;16/12/2021 00:00;18.27-5
1625.85;01/05/2021;16/12/2021 00:00;20.37-0
1480.17;01/05/2021;16/12/2021 00:00;18.76-2
33.98;01/05/2021;16/12/2021 00:00;17.16-0
32.84;01/05/2021;16/12/2021 00:00;17.20-2
32.84;01/05/2021;16/12/2021 00:00;17.14-5
32.84;01/05/2021;16/12/2021 00:00;136.60-6
32.84;01/05/2021;16/12/2021 00:00;17.06-1
158.58;01/05/2021;16/12/2021 00:00;15.79-2
37.34;01/05/2021;16/12/2021 00:00;15.48-7
21.89;01/05/2021;16/12/2021 00:00;17.08-7
105.38;01/05/2021;16/12/2021 00:00;17.44-2
32.84;01/05/2021;16/12/2021 00:00;19.05-9
279.67;01/05/2021;16/12/2021 00:00;19.59-6
32.84;01/05/2021;16/12/2021 00:00;17.26-9
48.26;01/05/2021;16/12/2021 00:00;135.55-8
32.84;01/05/2021;16/12/2021 00:00;19.98-4
113.09;01/05/2021;16/12/2021 00:00;
32.84;01/05/2021;16/12/2021 00:00;137.74-5
32.84;01/05/2021;16/12/2021 00:00;
39.65;01/05/2021;16/12/2021 00:00;135.62-4
32.84;01/05/2021;16/12/2021 00:00;
35.66;01/05/2021;16/12/2021 00:00;137.86-9
33.98;01/05/2021;16/12/2021 00:00;
75.27;01/05/2021;16/08/2021 00:00;18.30-9
306.12;01/05/2021;16/12/2021 00:00;17.93-9
52.66;01/05/2021;16/12/2021 00:00;17.19-4
62.11;01/05/2021;16/12/2021 00:00;19.01-8
46.99;01/05/2021;16/12/2021 00:00;18.53-1
32.84;01/05/2021;16/12/2021 00:00;135.69-9
32.84;01/05/2021;16/12/2021 00:00;135.70-7
39.02;01/05/2021;16/12/2021 00:00;17.09-5
52.99;01/05/2021;16/08/2021 00:00;17.11-1
32.84;01/05/2021;16/12/2021 00:00;18.42-4
32.84;01/05/2021;16/12/2021 00:00;18.62-2
38.81;01/05/2021;16/12/2021 00:00;18.68-9
32.84;01/05/2021;16/12/2021 00:00;18.32-5
119.86;01/05/2021;16/12/2021 00:00;18.22-6
32.84;01/05/2021;16/12/2021 00:00;16.76-6
48.89;01/05/2021;16/12/2021 00:00;11.01-5
39.65;01/05/2021;16/12/2021 00:00;17.18-6
289.32;01/05/2021;16/12/2021 00:00;18.07-7
32.84;01/05/2021;16/12/2021 00:00;16.28-7
32.84;01/05/2021;16/12/2021 00:00;18.81-2
32.84;01/05/2021;16/12/2021 00:00;
32.84;01/05/2021;16/12/2021 00:00;15.85-9
163.75;01/05/2021;16/12/2021 00:00;20.45-3
32.84;01/05/2021;16/12/2021 00:00;18.34-1
32.84;01/05/2021;16/12/2021 00:00;137.90-1
47.83;01/05/2021;16/12/2021 00:00;16.42-8
256.56;01/05/2021;16/12/2021 00:00;15.91-7
61.79;01/05/2021;16/08/2021 00:00;135.82-2
68.42;01/05/2021;16/12/2021 00:00;17.21-0
104.70;01/05/2021;16/12/2021 00:00;18.60-6
84.17;01/05/2021;16/12/2021 00:00;19.72-9
32.84;01/05/2021;16/12/2021 00:00;18.91-1
32.84;01/05/2021;16/12/2021 00:00;135.87-1
32.84;01/05/2021;16/12/2021 00:00;16.18-8
32.84;01/05/2021;16/12/2021 00:00;18.94-5
32.84;01/05/2021;16/12/2021 00:00;18.80-4
202.61;01/05/2021;16/12/2021 00:00;17.46-7
154.10;01/05/2021;16/12/2021 00:00;173.92-2
68.40;01/05/2021;16/12/2021 00:00;18.28-3
32.93;01/05/2021;16/12/2021 00:00;
32.84;01/05/2021;16/12/2021 00:00;19.37-2
32.84;01/05/2021;16/12/2021 00:00;146.42-3
32.84;01/05/2021;16/12/2021 00:00;16.94-9
61.79;01/05/2021;16/08/2021 00:00;
32.84;01/05/2021;16/12/2021 00:00;19.69-5
32.84;01/05/2021;16/12/2021 00:00;
32.84;01/05/2021;16/12/2021 00:00;17.02-0
77.45;01/05/2021;16/12/2021 00:00;16.29-5
32.84;01/05/2021;16/12/2021 00:00;
32.84;01/05/2021;16/12/2021 00:00;20.78-4
32.84;01/05/2021;16/12/2021 00:00;20.27-1
32.84;01/05/2021;16/12/2021 00:00;18.49-9
228.00;01/05/2021;16/12/2021 00:00;16.30-3
32.84;01/05/2021;16/12/2021 00:00;16.22-0
32.84;01/05/2021;16/12/2021 00:00;16.91-5
32.84;01/05/2021;16/12/2021 00:00;17.05-3
32.84;01/05/2021;16/12/2021 00:00;16.78-2
32.84;01/05/2021;16/12/2021 00:00;18.67-1
32.84;01/05/2021;16/12/2021 00:00;
235.15;01/05/2021;16/12/2021 00:00;137.07-5
32.84;01/05/2021;16/12/2021 00:00;17.00-4
32.84;01/05/2021;16/12/2021 00:00;16.99-8
32.84;01/05/2021;16/12/2021 00:00;
32.84;01/05/2021;16/12/2021 00:00;17.25-1
32.84;01/05/2021;16/12/2021 00:00;18.38-2
32.84;01/05/2021;16/12/2021 00:00;20.03-2
32.84;01/05/2021;16/12/2021 00:00;136.12-7
32.84;01/05/2021;16/12/2021 00:00;19.06-7
32.84;01/05/2021;16/12/2021 00:00;18.41-6
32.84;01/05/2021;16/12/2021 00:00;20.80-0
107.90;01/05/2021;16/12/2021 00:00;19.87-7
32.84;01/05/2021;16/12/2021 00:00;18.93-7
32.84;01/05/2021;16/12/2021 00:00;190.91-8
32.84;01/05/2021;16/12/2021 00:00;18.59-8
32.84;01/05/2021;16/12/2021 00:00;
178.87;01/05/2021;16/12/2021 00:00;16.05-5
32.84;01/05/2021;16/12/2021 00:00;18.44-0
90.89;01/05/2021;16/12/2021 00:00;19.95-0
32.84;01/05/2021;16/12/2021 00:00;18.01-0
32.84;01/05/2021;16/12/2021 00:00;19.45-5
32.84;01/05/2021;16/12/2021 00:00;136.24-2
32.93;01/05/2021;16/12/2021 00:00;18.61-4
41.54;01/05/2021;16/12/2021 00:00;136.26-7
35.45;01/05/2021;16/12/2021 00:00;16.86-5
51.29;01/05/2021;16/12/2021 00:00;20.94-1
10.95;01/05/2021;16/12/2021 00:00;
31.95;01/05/2021;16/12/2021 00:00;
32.84;01/05/2021;16/12/2021 00:00;
259.94;01/05/2021;16/12/2021 00:00;19.77-8
34.61;01/05/2021;16/12/2021 00:00;18.37-4
32.84;01/05/2021;16/12/2021 00:00;18.78-8
32.84;01/05/2021;16/12/2021 00:00;136.45-7
32.84;01/05/2021;16/12/2021 00:00;136.46-5
185.81;01/05/2021;16/12/2021 00:00;15.96-6
41.54;01/05/2021;16/12/2021 00:00;16.87-3
93.41;01/05/2021;16/12/2021 00:00;15.78-4
31.95;01/05/2021;16/12/2021 00:00;16.95-6
32.84;01/05/2021;16/12/2021 00:00;19.55-4
32.84;01/05/2021;16/12/2021 00:00;
32.84;01/05/2021;16/12/2021 00:00;
64.85;01/05/2021;16/12/2021 00:00;15.80-0
32.84;01/05/2021;16/12/2021 00:00;136.65-5
61.27;01/05/2021;16/12/2021 00:00;15.62-8
32.84;01/05/2021;16/12/2021 00:00;19.11-7
32.84;01/05/2021;16/12/2021 00:00;35.01-4
270.63;01/05/2021;16/12/2021 00:00;20.70-1
32.84;01/05/2021;16/12/2021 00:00;18.74-7
32.84;01/05/2021;16/12/2021 00:00;16.43-6
32.84;01/05/2021;16/12/2021 00:00;18.46-5
32.84;01/05/2021;16/12/2021 00:00;16.31-1
32.84;01/05/2021;16/12/2021 00:00;19.28-1
96.98;01/05/2021;16/12/2021 00:00;15.82-6
43.01;01/05/2021;16/12/2021 00:00;20.72-7
110.21;01/05/2021;16/12/2021 00:00;26-5
32.84;01/05/2021;16/12/2021 00:00;16.92-3
32.84;01/05/2021;16/12/2021 00:00;16.89-9
32.84;01/05/2021;16/12/2021 00:00;136.79-6
89.83;01/05/2021;16/12/2021 00:00;17.32-7
30.86;01/05/2021;16/12/2021 00:00;19.47-1
32.84;01/05/2021;16/12/2021 00:00;20.76-8
32.84;01/05/2021;16/12/2021 00:00;18.29-1
34.61;01/05/2021;16/12/2021 00:00;146.98-5
32.84;01/05/2021;16/12/2021 00:00;146.99-3
32.84;01/05/2021;16/12/2021 00:00;136.91-1
32.84;01/05/2021;16/12/2021 00:00;19.93-5
32.84;01/05/2021;16/12/2021 00:00;20.02-4
32.84;01/05/2021;16/12/2021 00:00;20.64-4
87.53;01/05/2021;16/12/2021 00:00;17.29-3
32.84;01/05/2021;16/12/2021 00:00;130.53-4
32.84;01/05/2021;16/12/2021 00:00;16.97-2
32.84;01/05/2021;16/12/2021 00:00;18.97-8
57.93;01/05/2021;16/12/2021 00:00;17.31-9
34.61;01/05/2021;16/12/2021 00:00;17.98-8
32.84;01/05/2021;16/12/2021 00:00;18.99-4
112.08;01/05/2021;16/12/2021 00:00;17.38-4
32.84;01/05/2021;16/12/2021 00:00;18.75-4
32.84;01/05/2021;16/12/2021 00:00;18.95-2
32.84;01/05/2021;16/12/2021 00:00;19.19-0
32.84;01/05/2021;16/12/2021 00:00;17.17-8
36.29;01/05/2021;16/12/2021 00:00;18.54-9
174.03;01/05/2021;16/12/2021 00:00;15.54-5
32.84;01/05/2021;16/12/2021 00:00;18.25-9
87.06;01/05/2021;16/12/2021 00:00;18.06-9
67.37;01/05/2021;16/12/2021 00:00;15.88-3
32.84;01/05/2021;16/12/2021 00:00;16.79-0
32.84;01/05/2021;16/12/2021 00:00;135.94-7
122.32;01/05/2021;16/12/2021 00:00;20.52-9
32.84;01/05/2021;16/12/2021 00:00;135.96-2
32.84;01/05/2021;16/12/2021 00:00;135.97-0
557.29;01/05/2021;16/12/2021 00:00;16.13-9
69.89;01/05/2021;16/12/2021 00:00;16.16-2
32.84;01/05/2021;16/12/2021 00:00;
116.93;01/05/2021;16/12/2021 00:00;19.90-1
32.84;01/05/2021;16/12/2021 00:00;19.03-4
109.99;01/05/2021;16/12/2021 00:00;20.69-3
33.77;01/05/2021;16/12/2021 00:00;203.54-7
48.77;01/05/2021;16/12/2021 00:00;17.45-9
23.08;01/05/2021;16/12/2021 00:00;20.85-9
36.29;01/05/2021;16/12/2021 00:00;18.64-8
32.84;01/05/2021;16/12/2021 00:00;18.65-5
36.07;01/05/2021;16/12/2021 00:00;146.55-5
38.81;01/05/2021;16/12/2021 00:00;137.14-1
35.45;01/05/2021;16/12/2021 00:00;18.57-2
32.84;01/05/2021;16/12/2021 00:00;18.66-3
99.29;01/05/2021;16/12/2021 00:00;20.54-5
32.84;01/05/2021;16/12/2021 00:00;
32.84;01/05/2021;16/12/2021 00:00;18.86-1
32.84;01/05/2021;16/12/2021 00:00;18.90-3
32.84;01/05/2021;16/12/2021 00:00;
91.10;01/05/2021;16/12/2021 00:00;17.42-6
32.84;01/05/2021;16/12/2021 00:00;18.88-7
32.84;01/05/2021;16/12/2021 00:00;18.92-9
37.34;01/05/2021;16/12/2021 00:00;19.12-5
54.98;01/05/2021;16/12/2021 00:00;17.34-3
61.49;01/05/2021;16/12/2021 00:00;18.16-8
32.84;01/05/2021;16/12/2021 00:00;18.17-6
70.73;01/05/2021;16/12/2021 00:00;16.80-8
32.84;01/05/2021;16/12/2021 00:00;18.70-5
32.84;01/05/2021;16/12/2021 00:00;18.43-2
90.89;01/05/2021;16/12/2021 00:00;18.15-0
54.98;01/05/2021;16/12/2021 00:00;17.52-5
32.84;01/05/2021;16/12/2021 00:00;16.17-0
32.84;01/05/2021;16/12/2021 00:00;17.03-8
32.84;01/05/2021;16/12/2021 00:00;19.29-9
32.84;01/05/2021;16/12/2021 00:00;18.45-7
32.84;01/05/2021;16/12/2021 00:00;20.01-6
32.84;01/05/2021;16/12/2021 00:00;135.48-3
36.91;01/05/2021;16/12/2021 00:00;18.20-0
32.84;01/05/2021;16/12/2021 00:00;153.79-1
97.61;01/05/2021;16/12/2021 00:00;20.18-0
32.84;01/05/2021;16/12/2021 00:00;19.20-8
108.12;01/05/2021;16/08/2021 00:00;20.04-0
32.84;01/05/2021;16/12/2021 00:00;15.89-1
93.62;01/05/2021;16/12/2021 00:00;19.80-2
32.84;01/05/2021;16/12/2021 00:00;20.14-9
61.79;01/05/2021;16/08/2021 00:00;136.89-5
32.84;01/05/2021;16/12/2021 00:00;20.20-6
58.34;01/05/2021;16/12/2021 00:00;15.93-3
32.84;01/05/2021;16/12/2021 00:00;
32.84;01/05/2021;16/12/2021 00:00;18.26-7
32.84;01/05/2021;16/12/2021 00:00;18.36-6
34.82;01/05/2021;16/12/2021 00:00;16.66-7
94.05;01/05/2021;16/12/2021 00:00;19.32-3
32.84;01/05/2021;16/12/2021 00:00;17.07-9
32.84;01/05/2021;16/12/2021 00:00;18.73-9
53.93;01/05/2021;16/12/2021 00:00;17.36-8
49.10;01/05/2021;16/12/2021 00:00;
55.61;01/05/2021;16/12/2021 00:00;17.53-3
32.84;01/05/2021;16/12/2021 00:00;19.82-8
32.84;01/05/2021;16/12/2021 00:00;19.78-6
32.84;01/05/2021;16/12/2021 00:00;19.78-6
74.93;01/05/2021;16/12/2021 00:00;17.56-6
91.94;01/05/2021;16/12/2021 00:00;17.35-0
32.84;01/05/2021;16/12/2021 00:00;
32.84;01/05/2021;16/12/2021 00:00;
79.34;01/05/2021;16/12/2021 00:00;17.58-2
32.84;01/05/2021;16/12/2021 00:00;
105.17;01/05/2021;16/12/2021 00:00;20.50-3
32.84;01/05/2021;16/12/2021 00:00;18.55-6
50.51;01/05/2021;16/12/2021 00:00;17.40-0
62.33;01/05/2021;16/12/2021 00:00;15.56-0
70.10;01/05/2021;16/12/2021 00:00;17.50-9
73.46;01/05/2021;16/12/2021 00:00;15.55-2
32.84;01/05/2021;16/12/2021 00:00;18.58-0
32.84;01/05/2021;16/12/2021 00:00;
47.42;01/05/2021;16/12/2021 00:00;16.52-7
46.17;01/05/2021;16/12/2021 00:00;20.13-1
32.84;01/05/2021;16/12/2021 00:00;18.21-8
32.84;01/05/2021;16/12/2021 00:00;16.51-9
64.85;01/05/2021;16/12/2021 00:00;15.94-1
70.10;01/05/2021;16/12/2021 00:00;20.73-5
32.84;01/05/2021;16/12/2021 00:00;136.14-3
32.84;01/05/2021;16/12/2021 00:00;18.87-9
32.84;01/05/2021;16/12/2021 00:00;136.15-0
77.45;01/05/2021;16/12/2021 00:00;16.40-2
32.84;01/05/2021;16/12/2021 00:00;19.91-9
32.84;01/05/2021;16/12/2021 00:00;137.12-5
45.74;01/05/2021;16/12/2021 00:00;137.68-7
32.84;01/05/2021;16/12/2021 00:00;
32.84;01/05/2021;16/12/2021 00:00;16.88-1
64.22;01/05/2021;16/12/2021 00:00;15.50-3
32.84;01/05/2021;16/12/2021 00:00;136.33-3
32.84;01/05/2021;16/12/2021 00:00;16.81-6
85.85;01/05/2021;16/12/2021 00:00;18.11-9
41.54;01/05/2021;16/12/2021 00:00;19.08-3
32.84;01/05/2021;16/12/2021 00:00;18.89-5
32.84;01/05/2021;16/12/2021 00:00;17.04-6
32.84;01/05/2021;16/12/2021 00:00;18.98-6
68.01;01/05/2021;16/12/2021 00:00;17.51-7
47.42;01/05/2021;16/12/2021 00:00;
102.00;01/05/2021;16/12/2021 00:00;17.27-7
32.84;01/05/2021;16/12/2021 00:00;19.86-9
32.84;01/05/2021;16/12/2021 00:00;18.79-6
39.86;01/05/2021;16/12/2021 00:00;
62.11;01/05/2021;16/12/2021 00:00;16.62-6
43.22;01/05/2021;16/12/2021 00:00;136.82-0
37.34;01/05/2021;16/12/2021 00:00;135.58-2
55.61;01/05/2021;16/12/2021 00:00;17.54-1
72.62;01/05/2021;16/12/2021 00:00;110.15-5
163.34;01/05/2021;16/12/2021 00:00;20.10-7
45.74;01/05/2021;16/12/2021 00:00;19.57-0
62.33;01/05/2021;16/12/2021 00:00;20.06-5
32.84;01/05/2021;16/12/2021 00:00;20.08-1
251.74;01/05/2021;16/12/2021 00:00;19.62-0
32.84;01/05/2021;16/12/2021 00:00;137.72-9
22.65;01/05/2021;16/12/2021 00:00;15.49-5
32.84;01/05/2021;16/12/2021 00:00;15.81-8
59.81;01/05/2021;16/12/2021 00:00;19.66-1
87.72;01/05/2021;16/12/2021 00:00;20.58-6
32.84;01/05/2021;16/12/2021 00:00;19.61-2
118.61;01/05/2021;16/12/2021 00:00;20.30-5
52.25;01/05/2021;16/12/2021 00:00;16.25-3
74.93;01/05/2021;16/12/2021 00:00;20.60-2
32.84;01/05/2021;16/12/2021 00:00;18.18-4
32.84;01/05/2021;16/12/2021 00:00;
47.42;01/05/2021;16/12/2021 00:00;19.64-6
32.84;01/05/2021;16/12/2021 00:00;16.96-4
71.35;01/05/2021;16/12/2021 00:00;137.78-6
72.41;01/05/2021;16/12/2021 00:00;16.63-4
34.61;01/05/2021;16/12/2021 00:00;16.58-4
32.84;01/05/2021;16/12/2021 00:00;18.56-4
452.89;01/05/2021;16/12/2021 00:00;20.63-6
46.58;01/05/2021;16/12/2021 00:00;20.15-6
54.77;01/05/2021;16/12/2021 00:00;20.11-5
32.84;01/05/2021;16/12/2021 00:00;136.99-4
53.09;01/05/2021;16/12/2021 00:00;20.82-6
64.01;01/05/2021;16/12/2021 00:00;16.71-7
57.50;01/05/2021;16/12/2021 00:00;20.56-0
46.58;01/05/2021;16/12/2021 00:00;16.77-4
62.33;01/05/2021;16/12/2021 00:00;15.52-9
33.98;01/05/2021;16/12/2021 00:00;16.46-9
32.84;01/05/2021;16/12/2021 00:00;191.41-1
32.84;01/05/2021;16/12/2021 00:00;19.15-8
32.84;01/05/2021;16/12/2021 00:00;18.85-3
41.54;01/05/2021;16/12/2021 00:00;20.89-1
35.45;01/05/2021;16/12/2021 00:00;136.71-3
48.26;01/05/2021;16/12/2021 00:00;16.44-4
39.65;01/05/2021;16/12/2021 00:00;
32.84;01/05/2021;16/12/2021 00:00;20.09-9
16.30;01/05/2021;16/12/2021 00:00;16.68-3
32.84;01/05/2021;16/12/2021 00:00;16.19-6
43.85;01/05/2021;16/12/2021 00:00;20.55-2
32.84;01/05/2021;16/12/2021 00:00;16.64-2
43.22;01/05/2021;16/12/2021 00:00;18.05-1
24.16;01/05/2021;16/12/2021 00:00;
67.78;01/05/2021;16/12/2021 00:00;19.89-3
50.35;01/05/2021;16/12/2021 00:00;154.13-8
33.85;01/05/2021;16/12/2021 00:00;19.54-7
32.84;01/05/2021;16/12/2021 00:00;16.90-7
43.22;01/05/2021;16/12/2021 00:00;18.13-5
34.82;01/05/2021;16/12/2021 00:00;17.33-5
46.58;01/05/2021;16/12/2021 00:00;18.03-6
80.81;01/05/2021;16/12/2021 00:00;16.61-8
61.79;01/05/2021;16/08/2021 00:00;16.55-0
39.65;01/05/2021;16/12/2021 00:00;19.75-2
102.02;01/05/2021;16/12/2021 00:00;19.83-6
60.02;01/05/2021;16/12/2021 00:00;16.56-8
32.84;01/05/2021;16/12/2021 00:00;18.72-1
32.84;01/05/2021;16/12/2021 00:00;136.07-7
32.84;01/05/2021;16/12/2021 00:00;150.00-3
33.77;01/05/2021;16/12/2021 00:00;15.84-2
58.97;01/05/2021;16/12/2021 00:00;16.65-9
32.84;01/05/2021;16/12/2021 00:00;16.98-0
39.65;01/05/2021;16/12/2021 00:00;16.67-5
30.91;01/05/2021;16/12/2021 00:00;20.62-8
32.84;01/05/2021;16/12/2021 00:00;137.00-0
36.29;01/05/2021;16/12/2021 00:00;16.73-3
27.57;01/05/2021;16/12/2021 00:00;16.70-9
45.53;01/05/2021;16/12/2021 00:00;16.54-3
32.93;01/05/2021;16/12/2021 00:00;18.39-0
44.69;01/05/2021;16/12/2021 00:00;18.02-8
12.10;01/05/2021;16/12/2021 00:00;17.49-1
145.66;01/05/2021;16/12/2021 00:00;16.53-5
72.41;01/05/2021;16/12/2021 00:00;17.30-1
38.18;01/05/2021;16/12/2021 00:00;135.88-9
77.45;01/05/2021;16/12/2021 00:00;135.98-8
80.79;01/05/2021;16/12/2021 00:00;16.47-7
34.82;01/05/2021;16/12/2021 00:00;137.71-1
105.58;01/05/2021;16/12/2021 00:00;136.97-8
18.61;01/05/2021;16/12/2021 00:00;136.67-1
32.84;01/05/2021;16/12/2021 00:00;137.83-6
32.84;01/05/2021;16/12/2021 00:00;
39.73;01/05/2021;16/12/2021 00:00;19.27-3
47.71;01/05/2021;16/12/2021 00:00;16.34-5
45.53;01/05/2021;16/12/2021 00:00;15.87-5
32.84;01/05/2021;16/12/2021 00:00;137.77-8
52.46;01/05/2021;16/12/2021 00:00;16.69-1
32.84;01/05/2021;16/12/2021 00:00;15.86-7
54.77;01/05/2021;16/12/2021 00:00;18.69-7
32.84;01/05/2021;16/12/2021 00:00;18.63-0
67.37;01/05/2021;16/12/2021 00:00;20.57-8
32.84;01/05/2021;16/12/2021 00:00;
61.79;01/05/2021;16/08/2021 00:00;16.57-6
32.84;01/05/2021;16/12/2021 00:00;137.91-9
71.57;01/05/2021;16/12/2021 00:00;20.31-3
47.42;01/05/2021;16/12/2021 00:00;20.29-7
34.61;01/05/2021;16/12/2021 00:00;20.59-4
32.84;01/05/2021;16/12/2021 00:00;136.23-4
61.79;01/05/2021;16/08/2021 00:00;154.16-1
61.79;01/05/2021;16/08/2021 00:00;162.86-7
572.86;01/04/2021;16/12/2021 00:00;20.75-0
173.00;01/04/2021;16/12/2021 00:00;18.27-5
895.68;01/04/2021;16/12/2021 00:00;20.37-0
702.46;01/04/2021;16/12/2021 00:00;18.76-2
26.50;01/04/2021;16/12/2021 00:00;17.16-0
26.50;01/04/2021;16/12/2021 00:00;17.20-2
26.50;01/04/2021;16/12/2021 00:00;17.14-5
26.50;01/04/2021;16/12/2021 00:00;136.60-6
26.50;01/04/2021;16/12/2021 00:00;17.06-1
64.50;01/04/2021;16/12/2021 00:00;15.79-2
26.50;01/04/2021;16/12/2021 00:00;15.48-7
17.66;01/04/2021;16/12/2021 00:00;17.08-7
36.34;01/04/2021;16/12/2021 00:00;16.38-6
67.12;01/04/2021;16/12/2021 00:00;17.44-2
26.50;01/04/2021;16/12/2021 00:00;19.05-9
160.70;01/04/2021;16/12/2021 00:00;19.59-6
26.50;01/04/2021;16/12/2021 00:00;17.26-9
26.50;01/04/2021;16/12/2021 00:00;135.55-8
63.14;01/04/2021;16/12/2021 00:00;
26.50;01/04/2021;16/12/2021 00:00;137.74-5
26.50;01/04/2021;16/12/2021 00:00;
26.50;01/04/2021;16/12/2021 00:00;135.62-4
26.50;01/04/2021;16/12/2021 00:00;
26.50;01/04/2021;16/12/2021 00:00;137.86-9
26.50;01/04/2021;16/12/2021 00:00;
54.05;01/04/2021;16/08/2021 00:00;18.30-9
182.43;01/04/2021;16/12/2021 00:00;17.93-9
34.11;01/04/2021;16/12/2021 00:00;17.19-4
34.35;01/04/2021;16/12/2021 00:00;19.01-8
30.99;01/04/2021;16/12/2021 00:00;18.53-1
26.50;01/04/2021;16/12/2021 00:00;135.69-9
26.50;01/04/2021;16/12/2021 00:00;135.70-7
26.50;01/04/2021;16/12/2021 00:00;17.09-5
26.50;01/04/2021;16/12/2021 00:00;18.42-4
26.50;01/04/2021;16/12/2021 00:00;18.62-2
26.50;01/04/2021;16/12/2021 00:00;18.68-9
26.50;01/04/2021;16/12/2021 00:00;18.32-5
80.08;01/04/2021;16/12/2021 00:00;18.22-6
26.50;01/04/2021;16/12/2021 00:00;16.76-6
30.03;01/04/2021;16/12/2021 00:00;11.01-5
26.50;01/04/2021;16/12/2021 00:00;17.18-6
148.95;01/04/2021;16/12/2021 00:00;18.07-7
26.50;01/04/2021;16/12/2021 00:00;16.28-7
26.50;01/04/2021;16/12/2021 00:00;18.81-2
26.50;01/04/2021;16/12/2021 00:00;
88.95;01/04/2021;16/12/2021 00:00;20.45-3
26.50;01/04/2021;16/12/2021 00:00;18.34-1
26.50;01/04/2021;16/12/2021 00:00;137.90-1
30.39;01/04/2021;16/12/2021 00:00;16.42-8
26.50;01/04/2021;16/12/2021 00:00;135.81-4
149.55;01/04/2021;16/12/2021 00:00;15.91-7
26.50;01/04/2021;16/12/2021 00:00;135.82-2
30.03;01/04/2021;16/12/2021 00:00;137.76-0
26.50;01/04/2021;16/12/2021 00:00;18.00-2
39.76;01/04/2021;16/12/2021 00:00;17.21-0
61.45;01/04/2021;16/12/2021 00:00;18.60-6
43.47;01/04/2021;16/12/2021 00:00;19.72-9
26.50;01/04/2021;16/12/2021 00:00;18.91-1
26.50;01/04/2021;16/12/2021 00:00;135.87-1
26.50;01/04/2021;16/12/2021 00:00;16.18-8
26.50;01/04/2021;16/12/2021 00:00;18.94-5
26.50;01/04/2021;16/12/2021 00:00;18.80-4
100.95;01/04/2021;16/12/2021 00:00;17.46-7
68.18;01/04/2021;16/12/2021 00:00;173.92-2
42.62;01/04/2021;16/12/2021 00:00;18.28-3
26.50;01/04/2021;16/12/2021 00:00;
26.50;01/04/2021;16/12/2021 00:00;19.37-2
26.50;01/04/2021;16/12/2021 00:00;16.94-9
26.50;01/04/2021;16/12/2021 00:00;
26.50;01/04/2021;16/12/2021 00:00;19.69-5
26.50;01/04/2021;16/12/2021 00:00;
26.50;01/04/2021;16/12/2021 00:00;17.02-0
49.36;01/04/2021;16/12/2021 00:00;16.29-5
26.50;01/04/2021;16/12/2021 00:00;
26.50;01/04/2021;16/12/2021 00:00;20.78-4
26.50;01/04/2021;16/12/2021 00:00;20.27-1
26.50;01/04/2021;16/12/2021 00:00;18.49-9
93.02;01/04/2021;16/12/2021 00:00;16.30-3
26.50;01/04/2021;16/12/2021 00:00;16.22-0
26.50;01/04/2021;16/12/2021 00:00;16.91-5
26.50;01/04/2021;16/12/2021 00:00;17.05-3
26.50;01/04/2021;16/12/2021 00:00;16.78-2
26.50;01/04/2021;16/12/2021 00:00;18.67-1
26.50;01/04/2021;16/12/2021 00:00;
120.15;01/04/2021;16/12/2021 00:00;137.07-5
26.50;01/04/2021;16/12/2021 00:00;17.00-4
26.50;01/04/2021;16/12/2021 00:00;16.99-8
26.50;01/04/2021;16/12/2021 00:00;
26.50;01/04/2021;16/12/2021 00:00;17.25-1
26.50;01/04/2021;16/12/2021 00:00;18.38-2
26.50;01/04/2021;16/12/2021 00:00;20.03-2
26.50;01/04/2021;16/12/2021 00:00;136.12-7
26.50;01/04/2021;16/12/2021 00:00;19.06-7
26.50;01/04/2021;16/12/2021 00:00;18.41-6
26.50;01/04/2021;16/12/2021 00:00;20.80-0
61.71;01/04/2021;16/12/2021 00:00;19.87-7
26.50;01/04/2021;16/12/2021 00:00;18.93-7
26.50;01/04/2021;16/12/2021 00:00;190.91-8
26.50;01/04/2021;16/12/2021 00:00;
95.67;01/04/2021;16/12/2021 00:00;16.05-5
26.50;01/04/2021;16/12/2021 00:00;18.44-0
35.79;01/04/2021;16/12/2021 00:00;19.95-0
26.50;01/04/2021;16/12/2021 00:00;18.01-0
26.50;01/04/2021;16/12/2021 00:00;136.23-4
26.50;01/04/2021;16/12/2021 00:00;19.45-5
26.50;01/04/2021;16/12/2021 00:00;136.24-2
26.50;01/04/2021;16/12/2021 00:00;18.61-4
26.50;01/04/2021;16/12/2021 00:00;136.26-7
26.50;01/04/2021;16/12/2021 00:00;16.86-5
34.45;01/04/2021;16/12/2021 00:00;20.94-1
8.83;01/04/2021;16/12/2021 00:00;
26.50;01/04/2021;16/12/2021 00:00;
118.35;01/04/2021;16/12/2021 00:00;19.77-8
28.11;01/04/2021;16/12/2021 00:00;18.37-4
26.50;01/04/2021;16/12/2021 00:00;18.78-8
26.50;01/04/2021;16/12/2021 00:00;136.45-7
61.84;01/04/2021;16/12/2021 00:00;15.96-6
26.50;01/04/2021;16/12/2021 00:00;16.87-3
71.19;01/04/2021;16/12/2021 00:00;15.78-4
26.50;01/04/2021;16/12/2021 00:00;16.95-6
26.50;01/04/2021;16/12/2021 00:00;19.55-4
26.50;01/04/2021;16/12/2021 00:00;
26.50;01/04/2021;16/12/2021 00:00;
